receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
70.67,8.97,1.34,2.38,0.14,357.43,171.74,5.706881810586229,65.01,9.7,5.63,2.15,0.55,87.45,106.72,0,-2.0,6,42,1
28.09,37.52,6.49,1.06,0.65,315.05,353.7,4.452201702528765,27.95,33.07,4.96,2.11,0.49,332.0,1.52,2,-1.0,10,19,6
73.92,33.62,6.97,1.02,0.7,159.72,196.81,2.414560001325299,72.02,35.11,6.98,1.92,0.69,161.49,180.63,9,9.0,13,28,1
49.97,49.36,2.56,4.1,0.25,179.72,34.84,2.390146439028372,50.95,47.18,7.81,0.34,0.78,340.77,1.84,0,2.0,3,38,6
66.38,40.54,4.92,0.59,0.51,279.29,358.94,6.480123455614092,62.46,35.38,4.44,1.48,0.44,339.38,350.75,1,8.0,7,49,1
98.22,16.71,2.6,2.88,0.25,63.29,150.06,3.4545332535669693,100.05,19.64,2.26,3.59,0.24,240.65,259.96,2,-1.0,4,10,4
112.44,25.41,5.06,1.17,0.51,248.61,25.44,2.5528219679405777,112.32,22.86,5.8,3.68,0.56,4.18,24.86,4,2.0,2,2,0
60.58,50.51,8.46,1.22,0.85,205.36,280.11,3.539604497680496,62.96,47.89,6.94,1.88,0.7,189.14,270.64,1,21.0,4,31,6
76.58,32.92,1.39,1.46,0.14,81.92,318.85,5.184833652104946,71.43,32.32,2.65,4.55,0.25,96.27,40.61,4,5.0,6,29,4
69.87,32.81,8.07,0.45,0.81,6.58,330.87,1.9990497742677662,69.68,30.82,7.06,2.03,0.7,349.16,330.68,1,12.0,6,29,21
43.83,15.29,2.35,2.71,0.23,315.25,233.76,6.7035811324992505,37.27,13.91,5.11,2.93,0.5,63.83,123.52,2,0.0,4,32,8
33.88,34.8,2.79,2.15,0.29,202.59,225.75,4.066054598748026,37.8,35.88,5.83,2.1,0.57,254.87,246.12,8,-2.0,10,25,1
22.27,33.89,6.39,0.51,0.64,90.17,31.7,6.200532235219814,23.06,27.74,1.73,1.91,0.17,59.85,37.32,5,-5.0,17,18,10
88.69,17.63,5.22,0.44,0.52,15.25,178.81,4.465075587266129,85.06,15.03,3.74,1.36,0.37,122.55,199.15,2,0.0,5,22,7
87.09,15.2,3.51,2.32,0.35,60.59,147.61,4.8619029196396015,82.24,14.86,2.97,2.2,0.29,97.64,182.72,0,-4.0,12,27,6
61.59,33.73,6.56,4.08,0.65,191.76,163.83,4.3809245599530735,65.04,36.43,5.7,3.82,0.55,194.22,174.7,8,9.0,6,42,0
82.11,34.22,4.85,0.73,0.48,168.77,139.25,3.344009569364299,82.51,37.54,4.25,4.99,0.41,165.94,132.76,9,6.0,4,32,1
81.4,37.85,4.25,0.33,0.43,233.9,9.95,3.919438735329337,78.72,34.99,2.62,1.93,0.26,304.43,195.45,1,-4.0,10,25,29
72.19,18.39,6.31,0.93,0.63,15.43,316.87,2.6383707093583326,73.6,16.16,5.47,3.03,0.53,316.95,319.11,3,10.0,5,30,19
55.47,7.23,4.22,1.35,0.43,338.63,215.85,17.022247207698513,40.34,15.03,1.59,6.3,0.12,137.33,178.25,1,2.0,7,47,31
66.33,34.99,6.15,3.01,0.63,221.14,156.94,1.570031846810763,67.84,35.42,5.93,3.52,0.59,216.44,183.4,6,20.0,13,37,1
67.71,32.26,8.5,0.7,0.85,335.2,5.52,2.475237362355377,68.39,29.88,9.14,0.5,0.92,350.12,4.09,3,8.0,18,50,31
85.57,22.69,4.82,1.68,0.48,149.67,198.27,3.3505820389896557,88.87,22.11,0.8,1.39,0.07,64.9,311.73,3,1.0,10,25,15
55.11,15.61,7.12,1.8,0.72,176.42,205.17,0.9617692030835698,54.66,16.46,8.28,2.43,0.83,171.74,195.46,2,14.0,10,41,3
49.01,50.8,3.63,1.3,0.37,243.87,354.5,6.638712224520652,44.76,45.7,4.06,1.38,0.4,15.55,39.68,0,13.0,10,25,0
112.35,40.71,8.24,2.02,0.83,193.21,112.58,0.7602631123499252,111.91,41.33,8.45,2.85,0.86,118.38,110.06,1,62.0,10,38,0
35.32,48.07,4.15,1.27,0.41,257.16,358.64,1.6483931569865276,36.28,46.73,6.66,2.54,0.65,326.62,347.29,0,6.0,5,19,2
35.93,3.21,5.73,2.28,0.57,30.53,124.81,8.703062679310081,41.26,10.09,8.01,1.8,0.8,188.82,190.55,2,0.0,5,27,10
35.25,10.67,5.66,1.74,0.57,331.84,187.5,7.676262111210119,42.92,10.36,5.1,3.16,0.5,261.94,197.41,0,0.0,10,25,4
57.09,14.21,5.17,2.23,0.51,207.46,175.05,2.3791805311913565,58.15,16.34,5.32,4.39,0.51,204.79,192.89,2,6.0,10,42,3
64.81,13.26,7.03,1.4,0.7,321.98,55.89,0.8193289937503737,64.53,12.49,7.24,1.47,0.72,40.88,45.26,6,10.0,6,46,1
80.05,16.61,6.88,0.82,0.69,265.11,166.91,10.832026587855115,88.73,23.09,4.54,2.45,0.46,218.81,142.34,2,2.0,10,31,14
96.48,33.71,2.19,1.99,0.23,144.39,3.18,0.8400595217006909,96.49,34.55,3.12,2.78,0.34,123.55,78.49,3,-3.0,19,16,12
40.54,37.08,5.36,1.44,0.54,219.98,5.26,3.755582511408849,43.64,34.96,4.93,1.21,0.49,300.36,344.7,1,0.0,10,31,11
55.97,23.75,1.98,1.55,0.21,291.89,41.82,4.606788469204983,57.97,19.6,2.95,4.45,0.27,331.02,346.99,6,4.0,10,42,4
59.0,38.97,4.67,2.37,0.47,172.01,9.89,4.49947774747248,63.38,40.0,4.9,2.36,0.48,301.06,357.65,2,0.0,2,50,4
69.72,24.86,1.95,2.34,0.21,296.3,29.45,2.742334771686348,72.42,25.34,4.62,3.58,0.46,268.58,280.63,6,6.0,10,46,1
78.72,12.84,7.24,1.64,0.72,332.88,68.17,2.1991134577370035,78.92,10.65,6.92,2.57,0.69,5.03,50.33,4,9.0,3,39,8
110.05,38.08,8.07,2.16,0.81,114.76,113.0,3.0365934861288246,109.85,41.11,8.41,0.21,0.84,153.96,128.25,2,21.0,9,21,0
69.24,13.9,4.85,1.14,0.49,293.66,180.32,11.545930018842135,58.73,18.68,7.68,0.63,0.76,132.65,164.46,0,-3.0,10,43,7
103.73,17.99,7.22,1.3,0.73,268.81,168.42,4.36400045829511,107.71,19.78,8.24,0.86,0.82,193.53,190.49,2,0.0,6,6,3
66.67,40.37,7.29,2.18,0.73,139.49,225.62,0.9052071586106729,66.42,41.24,6.28,2.45,0.61,198.17,208.96,5,14.0,4,31,3
54.78,38.27,5.71,0.49,0.57,155.95,209.29,0.6609841147864262,54.58,38.9,5.79,0.37,0.58,171.74,203.64,10,5.0,8,50,2
28.43,43.3,0.48,0.45,0.05,190.6,166.3,5.740871014053527,33.69,41.0,4.33,2.86,0.44,268.57,304.07,11,0.0,15,20,0
47.38,17.32,6.66,2.51,0.67,137.49,186.98,0.8052949770115316,47.0,18.03,7.71,3.46,0.77,204.03,174.87,2,15.0,8,48,0
32.08,38.95,7.06,1.15,0.71,75.45,338.99,4.7196292227250245,35.78,36.02,6.88,2.05,0.69,338.12,327.0,2,15.0,10,37,7
19.21,8.38,7.03,1.34,0.71,293.15,223.9,7.5230313039359356,12.43,11.64,5.69,3.72,0.55,137.72,179.07,1,3.0,6,11,7
8.71,38.42,7.02,2.06,0.71,69.88,346.8,3.84298061405467,9.85,34.75,7.23,1.64,0.72,31.62,359.95,0,1.0,1,1,0
62.08,8.03,6.2,1.0,0.62,273.97,183.09,1.7074249617479547,63.36,9.16,7.5,1.59,0.75,230.25,197.8,1,5.0,10,47,1
70.21,14.26,3.37,0.98,0.34,324.04,173.5,5.509600711485363,72.27,19.37,5.86,3.04,0.57,204.75,174.65,1,-2.0,10,38,9
98.59,35.71,1.52,1.88,0.15,153.69,199.38,1.8396738841435978,96.79,36.09,4.43,2.7,0.43,106.55,110.5,7,5.0,10,6,1
65.21,42.38,7.03,1.65,0.73,320.08,29.79,7.125292976432615,62.14,35.95,8.37,1.13,0.85,16.58,38.31,0,17.0,9,39,19
82.69,16.07,8.08,1.22,0.82,264.32,173.62,4.173260116503641,83.13,20.22,7.33,1.13,0.73,183.45,163.66,1,-2.0,10,25,8
63.46,26.12,6.94,1.62,0.7,156.08,224.38,3.4617481133092287,66.92,26.01,5.44,2.38,0.54,236.9,245.46,2,22.0,9,26,8
18.98,36.14,8.65,2.98,0.87,232.17,347.84,3.040740041503057,16.13,35.08,8.61,0.19,0.86,20.25,2.52,3,10.0,10,19,2
35.65,25.14,5.08,0.93,0.5,353.32,41.34,7.9569152314197735,28.59,21.47,5.13,0.53,0.54,58.29,60.27,4,7.0,16,19,6
64.09,47.38,5.94,1.86,0.6,313.78,4.84,2.427385424690521,66.08,45.99,7.29,2.42,0.72,334.82,343.49,0,16.0,7,39,1
63.78,12.06,4.79,2.01,0.48,73.49,154.81,9.687868702661078,72.7,8.28,4.69,1.62,0.46,249.73,207.87,2,-1.0,10,44,9
5.88,49.64,6.7,1.97,0.68,70.47,327.67,1.868154169226941,7.36,48.5,8.3,0.87,0.83,272.39,317.43,0,10.0,4,10,0
32.63,51.59,5.91,2.13,0.6,83.14,358.39,3.4573544799456153,29.46,50.21,7.41,5.11,0.74,35.58,26.76,0,12.0,16,35,0
23.38,43.44,5.33,1.83,0.53,62.77,21.73,1.5178932768808213,21.94,43.92,6.98,1.49,0.7,73.75,38.99,0,2.0,11,18,0
30.77,8.7,5.99,2.65,0.6,38.18,146.65,6.815541064361656,31.23,15.5,1.2,1.16,0.13,289.36,186.55,2,-4.0,10,25,14
87.22,16.29,7.1,1.9,0.72,231.26,170.43,1.5095032295427546,85.91,17.04,8.84,1.29,0.89,198.58,168.09,0,25.0,8,48,2
73.23,16.19,8.23,0.6,0.82,137.64,181.28,2.7083574357901927,70.69,17.13,8.37,1.69,0.83,153.02,170.28,0,0.0,10,37,5
67.11,7.4,5.57,1.65,0.57,330.93,186.78,4.169244535884166,63.06,8.39,6.86,3.75,0.68,117.76,143.11,0,1.0,18,42,3
64.21,42.18,2.36,1.47,0.23,186.67,183.22,6.756160152039021,57.97,39.59,2.76,2.64,0.26,67.1,61.98,10,0.0,14,46,10
46.77,13.63,6.53,1.41,0.65,129.91,180.45,1.6278820596099695,47.49,15.09,7.68,1.29,0.76,187.04,186.44,2,7.0,4,44,2
35.82,17.3,6.21,1.16,0.62,346.12,296.22,5.501018087590697,37.78,22.44,5.56,3.28,0.55,212.36,230.88,3,10.0,10,35,3
39.54,44.04,1.9,1.89,0.18,204.38,329.09,3.383371099953421,42.88,43.5,3.28,4.98,0.3,274.36,296.55,0,4.0,7,25,1
58.42,46.28,7.92,1.44,0.8,329.56,29.8,1.8873261509341723,58.1,44.42,8.84,0.37,0.89,9.01,19.89,0,19.0,2,30,39
106.37,20.58,6.22,0.65,0.62,2.6,32.0,2.300086954878008,106.35,18.28,4.9,2.32,0.48,2.71,23.85,5,4.0,5,7,3
68.55,45.63,7.15,3.17,0.73,65.39,6.86,5.053572993437412,63.74,44.08,7.0,4.65,0.7,38.52,10.95,0,21.0,10,20,3
66.82,16.69,8.05,1.04,0.81,137.56,187.68,4.206720813175023,62.99,18.43,8.06,0.75,0.8,162.33,175.84,0,-1.0,10,44,8
39.43,39.1,5.46,3.83,0.57,175.34,280.89,1.2658988901172206,40.31,38.19,7.74,2.84,0.79,329.6,285.11,0,32.0,13,41,4
21.37,15.01,5.02,2.88,0.52,53.15,278.79,2.8101601377857426,23.08,17.24,6.24,1.62,0.62,144.59,197.83,3,12.0,8,21,0
2.36,10.72,8.35,2.57,0.85,159.23,185.42,3.7995394457749736,3.93,14.18,8.41,1.35,0.85,181.49,186.16,1,5.0,5,5,0
40.03,39.89,1.65,2.37,0.15,267.96,7.09,1.4270599146497003,40.25,38.48,4.85,0.81,0.48,327.01,340.5,2,5.0,10,25,1
44.59,17.8,2.96,2.55,0.28,7.99,161.84,4.879446689943438,47.22,21.91,2.26,6.83,0.19,221.23,194.46,0,4.0,4,31,17
16.39,8.37,7.48,5.3,0.77,138.06,200.63,4.043612246494464,19.01,11.45,8.77,2.24,0.88,221.68,228.38,0,43.0,10,48,0
79.52,30.8,2.3,4.34,0.25,315.14,353.92,2.7846902879853617,80.88,28.37,7.74,5.27,0.78,333.06,343.18,5,42.0,10,25,0
80.59,20.8,2.65,4.46,0.25,295.82,213.59,2.085569466596592,81.45,22.7,4.38,2.12,0.43,222.1,187.78,2,4.0,11,34,1
104.86,46.37,9.57,2.09,0.96,71.4,61.54,2.7581152985326747,102.72,44.63,9.46,2.13,0.96,68.48,63.72,0,25.0,6,29,4
83.81,37.13,1.29,4.0,0.11,197.72,260.78,5.837816372583165,78.05,36.18,4.18,1.91,0.41,117.88,24.77,11,-2.0,6,29,8
41.98,45.77,6.99,1.88,0.7,39.75,350.24,3.2960127426938097,39.04,47.26,5.17,3.02,0.51,60.02,37.5,1,11.0,10,43,1
39.14,23.5,8.45,1.86,0.85,143.1,181.63,1.9358202395883781,38.57,25.35,8.58,1.43,0.87,167.95,174.16,1,3.0,10,31,4
46.16,12.48,2.4,2.02,0.23,290.44,207.96,2.677554854713532,47.58,10.21,4.8,0.88,0.47,310.39,307.76,2,14.0,13,22,0
60.95,27.03,5.88,3.2,0.6,249.65,28.01,3.8657987531686167,59.83,23.33,5.17,5.77,0.51,18.14,73.2,2,12.0,6,40,1
77.88,21.77,4.35,4.16,0.45,244.12,45.55,4.232363405947075,74.68,24.54,5.89,1.43,0.59,162.72,109.45,2,15.0,10,47,3
81.92,12.94,5.29,1.31,0.53,18.01,41.7,4.981375312100063,79.87,17.48,5.44,0.51,0.55,179.6,150.86,10,7.0,15,34,0
86.26,27.23,5.17,1.3,0.51,38.67,351.67,2.1185844330590196,85.98,25.13,4.55,2.71,0.44,354.13,339.36,7,-2.0,9,26,9
70.94,23.46,1.52,2.42,0.14,249.49,238.02,3.1219385003551863,69.5,20.69,3.01,2.58,0.31,54.85,73.13,10,-4.0,10,46,9
44.43,8.43,7.35,0.54,0.73,125.12,180.37,1.2701574705523717,44.45,9.7,8.06,2.64,0.79,176.38,176.26,0,5.0,10,40,3
40.08,40.59,5.24,1.43,0.53,83.32,348.67,7.905504411484448,34.51,34.98,1.74,5.63,0.14,39.12,0.42,2,2.0,2,32,9
25.16,46.78,4.74,1.75,0.48,145.5,350.73,9.451714130251718,15.71,46.96,6.47,2.2,0.64,65.44,59.04,1,1.0,10,16,7
69.52,18.17,7.81,1.61,0.79,151.92,201.46,3.5160204777560713,72.34,20.27,8.01,2.03,0.8,211.62,214.62,3,16.0,10,25,4
40.9,18.9,1.14,2.55,0.1,54.04,28.88,5.115310352266028,45.9,17.82,5.61,5.19,0.56,290.55,265.71,8,19.0,5,50,-2
44.73,37.47,7.14,2.35,0.72,63.48,12.33,5.663426524640359,39.11,38.17,7.27,2.64,0.73,55.27,19.8,0,-2.0,10,33,6
16.56,13.61,6.57,0.63,0.65,356.38,316.27,1.4956603892595395,15.77,12.34,6.34,3.66,0.63,357.81,323.1,10,6.0,6,12,5
40.29,36.71,2.06,2.31,0.21,250.75,47.29,3.01796288910252,41.09,33.8,3.61,2.09,0.36,333.03,359.74,3,6.0,10,25,0
26.38,42.66,4.37,1.27,0.44,216.95,347.76,10.436613435401348,21.13,33.64,2.86,1.86,0.29,101.53,353.41,0,-2.0,30,18,5
24.88,38.18,3.21,2.37,0.32,175.16,27.08,6.249231952808285,27.28,32.41,4.93,2.83,0.48,330.53,354.65,4,-6.0,27,21,8
63.96,13.89,8.87,2.38,0.9,168.82,185.79,3.506479716182598,61.81,16.66,8.14,2.65,0.81,191.85,210.26,1,14.0,10,33,2
56.08,31.25,7.0,2.89,0.71,63.16,17.05,1.8740864441108356,54.39,32.06,6.12,2.68,0.61,80.57,41.36,3,4.0,10,49,0
21.61,48.41,7.73,2.12,0.78,54.45,341.16,2.1253235047869774,22.5,46.48,6.96,1.37,0.7,47.81,345.86,0,3.0,6,14,0
5.45,18.03,3.78,3.19,0.39,75.77,216.12,3.07234438173848,6.52,15.15,6.44,2.02,0.64,337.07,322.88,2,11.0,3,11,0
29.96,25.77,0.11,4.34,0.02,304.61,79.17,5.072928148515409,32.57,21.42,2.97,4.63,0.28,317.35,328.45,6,4.0,10,16,2
43.24,16.9,1.19,2.24,0.12,28.57,202.4,2.824606167238188,46.02,17.4,3.06,2.36,0.3,320.63,233.46,0,-2.0,10,36,0
57.79,23.75,6.76,1.85,0.68,317.62,14.13,3.576926054589333,56.41,20.45,7.53,2.28,0.75,11.04,21.24,5,14.0,12,34,4
95.77,10.02,7.2,1.29,0.72,127.05,189.03,6.110466430641771,89.94,11.85,7.27,4.52,0.72,137.9,169.57,0,2.0,10,12,6
77.2,38.09,0.34,3.71,0.04,161.61,208.08,4.57960697003574,75.68,42.41,1.33,5.92,0.13,117.85,200.53,8,5.0,10,28,3
72.5,38.3,6.21,1.54,0.63,35.45,359.8,9.394349365443034,63.77,34.83,5.42,2.05,0.54,31.0,12.75,2,2.0,2,36,3
54.85,27.54,2.35,4.93,0.25,81.75,309.09,1.9372403051764129,53.6,26.06,3.09,2.7,0.31,22.36,10.79,4,8.0,3,48,0
50.06,5.46,4.32,2.42,0.44,59.12,182.61,5.534374400056434,44.53,5.24,4.94,4.16,0.49,115.44,138.26,0,6.0,12,46,5
71.08,50.91,6.86,2.54,0.7,242.08,58.48,2.557655176133006,69.62,48.81,8.71,1.3,0.87,68.58,56.75,0,15.0,10,47,4
88.07,12.0,7.19,2.81,0.72,228.34,205.18,4.659291791678219,89.84,16.31,7.88,2.66,0.79,199.06,189.94,2,9.0,8,32,-1
78.32,36.53,3.3,0.96,0.32,213.96,311.55,6.424033001160556,73.93,31.84,5.04,0.81,0.51,31.64,3.52,7,-6.0,10,38,6
48.02,13.82,5.43,1.63,0.55,57.79,195.99,4.4506741062450335,43.64,13.03,6.98,0.92,0.69,100.77,122.15,3,1.0,10,39,1
46.69,35.3,5.45,1.56,0.55,116.3,345.51,4.15216810835014,43.26,32.96,6.57,2.26,0.66,23.95,2.21,2,1.0,8,37,2
45.73,25.84,7.29,2.54,0.74,237.99,170.01,1.814965564411629,47.52,25.54,6.07,1.71,0.6,233.06,231.44,5,3.0,8,33,0
90.87,43.86,6.45,1.76,0.65,130.47,332.13,5.083827298404226,88.05,39.63,8.64,0.92,0.87,14.72,354.95,1,2.0,10,18,7
83.06,4.73,5.03,2.79,0.51,70.02,181.99,5.9184879825847405,88.92,3.9,4.33,1.88,0.43,296.84,238.93,1,7.0,7,21,9
73.42,44.28,4.06,3.73,0.42,154.22,13.33,5.707573915421505,67.84,45.48,4.59,3.32,0.45,83.73,43.35,0,1.0,11,36,4
53.85,5.5,7.15,2.1,0.72,254.99,182.13,3.4143959934372012,51.76,8.2,7.37,1.31,0.74,239.07,193.57,0,6.0,7,37,0
76.91,51.08,2.8,2.87,0.28,181.59,345.17,4.514432411721323,77.92,46.68,5.98,4.14,0.61,350.85,6.4,0,5.0,10,28,5
68.7,35.92,2.59,1.54,0.27,203.54,324.05,6.590068284926943,73.77,31.71,1.55,3.06,0.15,65.18,171.33,3,-4.0,4,44,16
85.39,41.54,5.55,0.45,0.56,87.88,0.13,6.698119138982223,86.41,34.92,1.51,1.12,0.15,82.63,343.14,0,-1.0,10,25,17
60.57,7.1,8.56,1.87,0.87,164.34,208.48,0.9417536832951623,61.27,7.73,9.76,2.87,0.98,196.32,207.26,1,19.0,10,30,5
55.43,38.93,6.01,1.17,0.61,97.15,358.67,6.4087596303809065,49.04,39.42,6.89,3.09,0.68,75.74,38.42,2,1.0,10,46,4
23.11,36.31,5.97,0.74,0.6,0.89,11.98,4.160108171670544,23.08,32.15,3.19,1.51,0.33,314.36,12.66,2,-1.0,20,15,1
30.04,15.21,6.02,1.38,0.6,7.87,7.05,1.084619749036502,31.12,15.11,6.41,2.12,0.65,343.5,324.32,10,5.0,20,15,0
25.47,39.03,0.91,1.94,0.09,155.02,17.31,5.4928772059823086,30.68,40.77,5.25,2.77,0.51,245.92,266.38,1,-3.0,10,19,0
27.33,12.66,7.64,1.22,0.77,230.88,172.11,2.591061558512266,29.89,13.06,7.83,0.31,0.78,241.07,206.14,0,0.0,3,17,2
26.02,17.56,5.02,0.77,0.51,229.39,181.16,4.97434417787913,24.42,22.27,2.54,3.43,0.26,223.9,221.31,2,-4.0,12,20,10
102.15,7.7,7.39,1.65,0.74,55.33,105.98,1.1715374513859977,101.4,8.6,6.78,1.58,0.69,171.27,98.63,0,41.0,9,47,3
109.21,8.81,4.83,1.96,0.49,134.16,170.37,4.085976015592847,109.67,12.87,3.91,1.69,0.38,195.38,170.32,2,2.0,3,3,1
80.9,22.62,6.17,2.74,0.63,332.73,53.07,2.0280532537386735,78.89,22.35,7.99,1.75,0.8,70.98,58.66,3,23.0,10,49,5
56.22,3.3,6.57,2.94,0.67,63.94,190.46,2.7770487932335626,54.38,5.38,6.98,1.9,0.69,192.74,178.21,0,14.0,10,40,1
58.64,38.14,1.52,3.85,0.14,193.75,340.56,7.313802020837045,56.73,31.08,3.48,5.28,0.33,30.08,4.7,3,-4.0,10,45,11
35.28,19.99,1.52,3.29,0.15,87.46,49.53,4.014386628116432,31.76,21.92,1.36,3.8,0.13,92.23,161.53,7,3.0,10,29,0
33.43,38.94,5.26,2.7,0.52,116.44,17.16,8.120812767205015,37.93,32.18,5.57,2.12,0.55,322.83,350.13,1,-2.0,10,25,11
60.57,41.41,5.63,1.07,0.56,116.94,16.4,4.665886839605099,65.18,40.69,4.03,2.59,0.4,299.31,326.48,2,-3.0,10,46,6
71.65,18.05,4.36,2.61,0.43,268.49,179.58,2.6080069018313576,74.01,19.16,5.55,3.58,0.54,236.89,202.85,2,5.0,7,43,0
51.97,46.69,1.73,1.82,0.17,103.96,37.85,2.910017182079855,49.06,46.7,4.0,3.69,0.38,96.8,65.6,0,7.0,7,50,0
39.73,14.0,8.3,2.35,0.88,136.21,200.41,1.3409325113517085,39.78,15.34,10.12,1.69,1.02,202.36,193.14,1,15.0,10,43,1
21.14,28.59,1.71,2.69,0.17,163.08,301.38,5.3871328181139155,23.7,23.85,3.56,2.97,0.36,186.9,97.56,6,-3.0,8,8,10
7.51,39.26,4.14,2.59,0.42,122.68,311.17,4.227528828996912,8.99,35.3,4.96,3.8,0.48,339.05,330.69,0,1.0,1,1,0
31.69,31.51,4.01,1.19,0.4,307.89,352.07,2.5684625751604817,31.06,29.02,3.45,4.16,0.33,293.43,340.31,1,-4.0,10,25,15
43.86,46.28,0.87,1.42,0.08,170.99,9.29,5.358553909405034,49.16,45.49,4.9,1.8,0.48,284.39,287.88,0,-2.0,10,36,2
49.82,12.04,6.13,1.23,0.61,42.96,116.24,11.589210499425748,53.25,23.11,5.71,3.82,0.57,205.56,195.98,4,5.0,10,36,10
49.79,13.83,2.62,3.6,0.27,29.79,354.26,9.216680530429597,58.75,11.67,3.01,3.25,0.3,314.61,276.4,8,-3.0,18,43,11
89.16,45.65,5.66,1.96,0.57,185.62,349.04,3.7699999999999947,87.64,42.2,8.89,1.54,0.88,5.81,358.56,0,5.0,10,16,2
69.47,51.42,1.2,1.12,0.13,242.67,18.13,1.9541238445912281,71.02,50.23,5.89,2.4,0.59,342.34,318.83,0,16.0,10,43,0
65.45,15.2,1.97,3.53,0.18,11.54,117.33,7.655964994695312,66.08,22.83,2.74,4.53,0.27,156.38,186.3,5,-4.0,10,41,6
78.31,28.5,1.99,1.32,0.2,251.27,359.56,2.970420845604204,78.26,25.53,2.87,4.64,0.26,322.44,339.36,1,7.0,8,39,6
112.51,38.81,5.58,1.4,0.56,170.62,87.74,1.061508360777248,111.73,38.09,5.02,1.51,0.49,37.81,86.89,0,6.0,2,6,0
80.09,37.2,3.77,1.63,0.37,136.71,174.1,2.7640730815229952,77.33,37.35,1.44,6.61,0.16,133.14,70.71,8,5.0,10,25,4
75.21,2.39,3.12,0.39,0.31,316.24,243.03,8.96589092059456,66.85,5.63,1.98,4.0,0.19,101.26,170.38,4,1.0,1,34,5
50.46,36.42,3.14,0.81,0.31,90.32,119.4,2.1102606474082757,48.42,36.96,7.25,0.67,0.72,113.16,107.97,8,14.0,5,45,0
50.9,41.3,8.05,1.21,0.81,88.79,359.01,2.4816325271885007,49.34,39.37,8.33,1.34,0.83,15.71,355.08,0,1.0,10,41,0
47.81,48.46,6.58,0.99,0.66,102.83,359.88,3.156342820417333,45.41,46.41,6.92,4.4,0.68,25.59,3.49,0,1.0,9,40,1
15.84,41.0,1.64,1.03,0.14,162.97,209.9,7.706581602760074,23.51,40.25,2.58,2.07,0.25,258.41,296.87,8,-3.0,27,8,6
69.37,51.66,5.31,2.23,0.54,306.92,12.04,1.800944196803442,70.9,50.71,7.08,2.42,0.71,349.05,333.21,0,9.0,8,50,1
92.92,52.56,8.74,1.02,0.88,117.71,92.0,4.939817810405563,94.89,48.03,8.07,2.23,0.8,8.87,22.52,2,28.0,11,41,5
99.49,46.65,1.91,3.26,0.18,156.85,49.99,4.63069109313071,104.12,46.57,5.04,2.14,0.49,259.7,288.47,2,-2.0,8,8,10
83.69,15.76,5.79,2.33,0.58,142.57,201.31,6.066011869424588,87.32,20.62,4.35,1.33,0.44,185.15,192.34,3,2.0,10,25,9
48.96,7.14,6.02,2.47,0.61,181.5,213.98,0.7217340230306448,49.01,6.42,6.63,2.23,0.67,333.06,219.02,1,22.0,5,41,7
21.62,50.43,4.89,4.34,0.49,93.77,63.91,2.7459060435491964,19.16,49.21,6.17,4.26,0.6,76.79,52.06,4,11.0,5,25,7
34.75,8.52,0.7,5.15,0.06,38.99,168.84,1.4317821063276335,33.49,7.84,3.37,3.53,0.32,44.65,84.51,1,6.0,10,31,0
29.71,7.79,3.13,4.13,0.33,53.6,183.74,10.642391648497062,20.8,13.61,4.84,3.89,0.48,197.03,214.15,0,5.0,4,25,12
35.2,40.92,6.25,1.68,0.63,129.48,18.27,8.68571816259312,43.84,41.81,5.93,2.66,0.58,285.32,321.53,2,-4.0,10,30,4
44.6,41.17,3.21,1.62,0.33,243.1,19.8,4.2793106921559225,44.1,36.92,2.86,1.15,0.28,287.05,3.22,2,5.0,10,30,22
70.64,36.71,1.7,0.98,0.17,210.84,116.75,2.8420063335608563,73.23,37.88,2.49,3.14,0.23,241.29,223.19,8,5.0,10,43,0
76.23,21.5,1.9,1.44,0.2,353.43,51.56,6.7873485250132815,79.08,15.34,0.98,5.13,0.09,3.44,33.24,6,3.0,5,38,35
24.12,4.09,7.37,2.56,0.73,134.33,173.29,1.193691752505648,22.97,4.41,7.48,2.78,0.74,155.2,160.5,0,6.0,7,21,0
20.63,30.31,7.35,0.84,0.74,51.32,8.75,2.213052190979688,18.43,30.07,7.96,0.95,0.79,37.14,27.51,5,2.0,10,13,0
35.69,41.91,2.76,3.44,0.28,159.94,156.56,2.4678127967899037,37.43,43.66,2.04,4.63,0.21,230.24,309.4,10,1.0,10,25,8
36.64,11.72,5.1,1.94,0.52,355.11,163.06,9.490458366169674,44.36,17.24,6.24,1.98,0.62,205.48,194.86,2,2.0,10,25,4
100.18,52.1,3.4,3.43,0.35,199.0,21.9,8.289004765350295,108.28,50.34,3.8,5.63,0.39,282.33,24.64,1,6.0,13,16,5
112.08,1.44,7.98,2.23,0.87,247.99,171.18,1.1629703349613016,111.85,2.58,8.95,1.88,0.9,168.98,168.85,0,5.0,2,5,0
80.55,19.72,1.87,5.0,0.17,104.68,200.62,4.960493927019771,79.66,24.6,4.83,1.49,0.48,159.76,183.28,3,4.0,10,25,7
59.99,13.74,1.9,1.61,0.19,46.3,276.15,5.458516281921303,63.44,17.97,5.66,0.8,0.57,208.35,225.79,3,14.0,10,36,3
