receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
25.47,39.03,0.91,1.94,0.09,155.02,17.31,5.4928772059823086,1,-3.0,10,19,0
27.33,12.66,7.64,1.22,0.77,230.88,172.11,2.591061558512266,0,0.0,3,17,2
26.02,17.56,5.02,0.77,0.51,229.39,181.16,4.97434417787913,2,-4.0,12,20,10
102.15,7.7,7.39,1.65,0.74,55.33,105.98,1.1715374513859977,0,41.0,9,47,3
109.21,8.81,4.83,1.96,0.49,134.16,170.37,4.085976015592847,2,2.0,3,3,1
80.9,22.62,6.17,2.74,0.63,332.73,53.07,2.0280532537386735,3,23.0,10,49,5
56.22,3.3,6.57,2.94,0.67,63.94,190.46,2.7770487932335626,0,14.0,10,40,1
58.64,38.14,1.52,3.85,0.14,193.75,340.56,7.313802020837045,3,-4.0,10,45,11
35.28,19.99,1.52,3.29,0.15,87.46,49.53,4.014386628116432,7,3.0,10,29,0
33.43,38.94,5.26,2.7,0.52,116.44,17.16,8.120812767205015,1,-2.0,10,25,11
60.57,41.41,5.63,1.07,0.56,116.94,16.4,4.665886839605099,2,-3.0,10,46,6
71.65,18.05,4.36,2.61,0.43,268.49,179.58,2.6080069018313576,2,5.0,7,43,0
51.97,46.69,1.73,1.82,0.17,103.96,37.85,2.910017182079855,0,7.0,7,50,0
39.73,14.0,8.3,2.35,0.88,136.21,200.41,1.3409325113517085,1,15.0,10,43,1
21.14,28.59,1.71,2.69,0.17,163.08,301.38,5.3871328181139155,6,-3.0,8,8,10
7.51,39.26,4.14,2.59,0.42,122.68,311.17,4.227528828996912,0,1.0,1,1,0
31.69,31.51,4.01,1.19,0.4,307.89,352.07,2.5684625751604817,1,-4.0,10,25,15
43.86,46.28,0.87,1.42,0.08,170.99,9.29,5.358553909405034,0,-2.0,10,36,2
49.82,12.04,6.13,1.23,0.61,42.96,116.24,11.589210499425748,4,5.0,10,36,10
49.79,13.83,2.62,3.6,0.27,29.79,354.26,9.216680530429597,8,-3.0,18,43,11
89.16,45.65,5.66,1.96,0.57,185.62,349.04,3.7699999999999947,0,5.0,10,16,2
69.47,51.42,1.2,1.12,0.13,242.67,18.13,1.9541238445912281,0,16.0,10,43,0
65.45,15.2,1.97,3.53,0.18,11.54,117.33,7.655964994695312,5,-4.0,10,41,6
78.31,28.5,1.99,1.32,0.2,251.27,359.56,2.970420845604204,1,7.0,8,39,6
112.51,38.81,5.58,1.4,0.56,170.62,87.74,1.061508360777248,0,6.0,2,6,0
80.09,37.2,3.77,1.63,0.37,136.71,174.1,2.7640730815229952,8,5.0,10,25,4
75.21,2.39,3.12,0.39,0.31,316.24,243.03,8.96589092059456,4,1.0,1,34,5
50.46,36.42,3.14,0.81,0.31,90.32,119.4,2.1102606474082757,8,14.0,5,45,0
50.9,41.3,8.05,1.21,0.81,88.79,359.01,2.4816325271885007,0,1.0,10,41,0
47.81,48.46,6.58,0.99,0.66,102.83,359.88,3.156342820417333,0,1.0,9,40,1
15.84,41.0,1.64,1.03,0.14,162.97,209.9,7.706581602760074,8,-3.0,27,8,6
69.37,51.66,5.31,2.23,0.54,306.92,12.04,1.800944196803442,0,9.0,8,50,1
92.92,52.56,8.74,1.02,0.88,117.71,92.0,4.939817810405563,2,28.0,11,41,5
99.49,46.65,1.91,3.26,0.18,156.85,49.99,4.63069109313071,2,-2.0,8,8,10
83.69,15.76,5.79,2.33,0.58,142.57,201.31,6.066011869424588,3,2.0,10,25,9
48.96,7.14,6.02,2.47,0.61,181.5,213.98,0.7217340230306448,1,22.0,5,41,7
21.62,50.43,4.89,4.34,0.49,93.77,63.91,2.7459060435491964,4,11.0,5,25,7
34.75,8.52,0.7,5.15,0.06,38.99,168.84,1.4317821063276335,1,6.0,10,31,0
29.71,7.79,3.13,4.13,0.33,53.6,183.74,10.642391648497062,0,5.0,4,25,12
35.2,40.92,6.25,1.68,0.63,129.48,18.27,8.68571816259312,2,-4.0,10,30,4
44.6,41.17,3.21,1.62,0.33,243.1,19.8,4.2793106921559225,2,5.0,10,30,22
70.64,36.71,1.7,0.98,0.17,210.84,116.75,2.8420063335608563,8,5.0,10,43,0
76.23,21.5,1.9,1.44,0.2,353.43,51.56,6.7873485250132815,6,3.0,5,38,35
24.12,4.09,7.37,2.56,0.73,134.33,173.29,1.193691752505648,0,6.0,7,21,0
20.63,30.31,7.35,0.84,0.74,51.32,8.75,2.213052190979688,5,2.0,10,13,0
35.69,41.91,2.76,3.44,0.28,159.94,156.56,2.4678127967899037,10,1.0,10,25,8
36.64,11.72,5.1,1.94,0.52,355.11,163.06,9.490458366169674,2,2.0,10,25,4
100.18,52.1,3.4,3.43,0.35,199.0,21.9,8.289004765350295,1,6.0,13,16,5
112.08,1.44,7.98,2.23,0.87,247.99,171.18,1.1629703349613016,0,5.0,2,5,0
80.55,19.72,1.87,5.0,0.17,104.68,200.62,4.960493927019771,3,4.0,10,25,7
59.99,13.74,1.9,1.61,0.19,46.3,276.15,5.458516281921303,3,14.0,10,36,3
86.89,46.08,5.75,0.81,0.57,41.09,1.99,2.034944716693796,1,4.0,10,19,0
75.89,2.78,3.28,3.28,0.32,62.91,191.18,1.319469590403659,0,11.0,6,23,0
74.8,42.52,5.3,2.58,0.53,223.55,351.43,6.450775147220684,1,1.0,10,34,3
50.9,28.57,6.55,1.44,0.66,103.84,193.61,1.3164345787011213,4,3.0,4,44,0
48.63,13.45,3.27,2.63,0.32,25.95,140.4,7.9990499435870515,3,-3.0,8,43,8
94.89,43.72,6.54,3.19,0.65,247.06,327.28,9.747912597064053,2,-3.0,4,19,8
64.84,23.71,5.92,2.04,0.6,94.06,216.87,1.6302760502442448,3,11.0,10,35,2
47.75,49.88,2.52,5.67,0.27,145.83,329.15,1.8970766985021965,2,24.0,19,39,0
30.08,24.5,2.96,5.23,0.28,248.69,204.04,1.9615555052049902,0,-6.0,9,26,3
71.32,14.08,5.61,3.47,0.55,105.99,178.57,1.0417773274553435,1,6.0,10,33,0
70.76,31.33,6.03,1.73,0.61,46.76,358.08,5.8363087649643735,3,0.0,4,39,2
32.9,26.36,7.93,0.77,0.8,356.66,21.57,2.1805733191066965,6,4.0,7,19,9
84.7,27.56,1.53,4.03,0.17,101.05,287.04,3.2810059433045837,5,5.0,6,20,6
75.35,12.06,5.92,1.54,0.6,122.2,179.92,2.3584952830141446,1,3.0,10,31,5
34.51,8.96,6.55,3.78,0.67,111.11,183.92,2.197544083744394,0,29.0,10,46,1
37.42,38.18,0.7,2.42,0.06,216.52,318.89,5.267750943239443,3,-3.0,10,24,5
29.93,44.28,7.17,1.44,0.72,66.84,343.69,4.2157087185905056,0,2.0,8,22,5
34.91,10.88,5.86,1.0,0.59,256.82,169.98,7.020434459490387,0,0.0,10,25,12
51.54,5.88,4.85,2.01,0.49,307.14,185.51,2.7688625823612147,0,4.0,10,37,1
93.02,19.91,2.6,1.97,0.24,307.97,249.34,1.4337712509323113,4,8.0,9,26,0
84.72,24.71,7.31,1.85,0.74,161.2,183.36,0.8980534505250759,2,2.0,9,23,5
59.27,6.69,4.16,1.5,0.42,337.78,163.14,10.350043478169546,0,-5.0,10,45,8
96.38,30.93,7.94,1.66,0.8,337.79,4.05,3.382927726097624,4,6.0,5,19,2
95.54,30.6,6.46,1.32,0.65,209.03,145.91,5.841104347638379,5,2.0,15,16,14
89.86,12.88,3.12,2.92,0.32,304.19,213.54,6.766099319401092,3,-5.0,10,25,5
71.46,10.85,3.07,4.1,0.29,5.25,325.86,7.207065977219845,11,2.0,4,36,7
32.63,35.77,4.03,2.41,0.39,102.22,12.35,6.386556192503124,2,-2.0,10,26,3
50.95,13.96,2.59,2.5,0.25,205.47,234.96,0.4841487374764039,5,14.0,9,27,0
59.45,18.14,3.43,0.68,0.34,55.54,89.44,6.909761211503625,0,2.0,5,46,7
76.84,38.82,5.77,0.69,0.58,183.64,149.45,0.7066116330771797,10,6.0,4,39,4
83.07,25.41,6.49,1.58,0.65,234.65,169.85,5.164668430790121,4,2.0,10,29,7
40.88,45.46,4.64,2.29,0.47,171.89,14.08,5.102205405508479,2,0.0,15,31,6
77.27,28.29,6.99,0.67,0.7,189.87,149.66,5.721258602790122,3,4.0,10,36,32
80.75,29.66,1.92,0.65,0.2,133.32,215.6,4.9221235254715,5,4.0,10,25,2
76.31,20.33,0.69,2.4,0.07,23.98,293.33,10.232937017298605,7,3.0,23,31,7
45.58,7.43,2.71,2.88,0.26,31.58,102.5,10.001804837128148,6,-2.0,6,37,9
59.82,14.24,7.19,2.05,0.73,220.2,168.75,4.080600446012816,1,7.0,11,43,1
98.55,29.25,1.94,3.24,0.2,102.68,261.45,6.615496957901199,7,4.0,15,8,7
95.67,41.89,4.75,1.53,0.48,204.95,347.91,6.743367111465904,1,-5.0,4,19,14
89.11,29.67,0.74,3.07,0.06,37.4,274.02,2.0365166338628335,0,-8.0,10,28,5
70.26,0.72,3.32,0.56,0.33,101.74,159.84,3.5629482174177074,0,14.0,13,25,0
29.86,37.7,1.25,3.15,0.11,143.6,49.52,5.318467824477273,4,-2.0,27,22,5
91.95,47.21,7.56,0.74,0.75,27.78,6.71,1.8908199279677587,0,6.0,5,12,0
76.76,5.31,5.92,2.41,0.6,95.48,181.82,2.13002347404906,0,11.0,6,22,0
56.1,38.69,6.71,0.43,0.67,179.42,217.45,2.4601016239171942,9,5.0,5,49,8
50.43,36.75,1.83,1.52,0.19,210.21,101.89,3.8225645841502764,5,9.0,10,32,9
64.65,14.04,2.02,3.06,0.21,283.01,279.67,1.6169724796668574,8,12.0,18,42,1
69.36,15.99,5.82,0.87,0.59,308.92,4.29,6.250199996800098,10,4.0,5,45,3
73.24,20.41,5.31,2.52,0.53,321.88,25.95,4.8023431780746435,7,1.0,10,38,7
85.49,46.8,0.83,2.49,0.09,218.48,48.56,2.450510150968572,2,5.0,2,30,7
99.01,14.04,1.29,2.19,0.13,294.06,298.2,4.576253926521124,7,8.0,10,18,1
104.82,2.9,6.1,2.18,0.62,261.92,191.28,3.860479244860675,0,3.0,1,9,0
104.45,8.49,6.73,1.24,0.68,229.9,161.88,1.9654261624390774,0,1.0,6,6,1
105.86,43.03,5.99,2.58,0.61,231.72,334.04,7.026720429901848,2,-4.0,9,9,8
86.92,5.94,4.37,3.63,0.44,60.31,165.93,2.387571988443494,0,10.0,5,13,6
37.63,44.63,8.13,2.08,0.82,211.46,251.88,2.7727242920997344,2,38.0,5,34,16
41.23,43.12,0.75,2.42,0.08,163.42,160.15,6.108043876725187,10,-3.0,15,34,8
61.35,36.35,8.48,1.5,0.85,322.46,10.87,1.611117624507906,2,13.0,10,39,3
65.08,22.23,7.5,0.59,0.75,206.75,182.79,6.911070828750054,2,1.0,11,46,12
74.04,38.37,4.72,2.63,0.48,135.83,21.9,5.972244134326723,3,-2.0,10,33,4
89.66,36.6,1.82,2.25,0.18,186.46,358.86,3.193117598836598,1,-4.0,16,16,2
31.31,24.96,7.5,1.0,0.74,337.79,354.05,4.147698156809391,5,-3.0,10,25,26
64.11,4.32,2.71,1.57,0.27,357.84,191.01,4.88345164816854,0,6.0,10,48,4
67.56,7.95,5.89,1.44,0.59,1.78,177.29,6.712175504260896,0,0.0,10,42,17
110.59,49.05,6.76,2.92,0.68,322.71,10.04,0.7826237921249226,0,8.0,6,8,0
82.06,20.37,5.4,2.89,0.54,22.5,345.19,1.777892010218842,7,3.0,10,25,1
76.7,22.02,7.72,1.71,0.77,9.97,321.1,2.475419156425835,3,7.0,8,27,15
37.27,30.57,7.38,0.22,0.74,158.27,186.73,4.022797534055122,5,-3.0,3,31,5
103.31,41.56,1.01,1.99,0.11,156.82,139.97,3.0000166666203705,9,-2.0,10,9,0
100.14,28.71,4.16,3.0,0.43,117.93,259.01,4.548428299973519,4,3.0,12,7,4
71.98,31.0,6.16,0.43,0.61,62.03,356.54,8.490212011487113,4,1.0,7,37,6
42.13,36.28,3.29,5.21,0.33,118.12,284.33,1.664241569003732,2,20.0,6,48,2
39.0,44.89,5.72,3.31,0.58,72.5,4.95,1.8005554698481239,1,6.0,15,35,7
39.84,9.64,3.71,1.29,0.38,316.77,171.41,6.508240929775111,1,5.0,6,25,5
45.13,39.54,4.42,3.31,0.45,185.13,30.68,7.325851486346141,3,0.0,10,35,8
55.26,36.88,6.75,2.71,0.68,248.04,341.03,7.16040501647777,3,-4.0,10,40,19
97.88,51.11,5.22,3.17,0.53,282.16,335.39,1.7507141400011623,0,13.0,10,27,0
93.25,15.64,4.38,2.23,0.44,41.65,160.53,5.102803151210124,2,-2.0,10,14,11
106.36,8.16,6.64,1.37,0.67,315.27,171.23,4.248070150079913,0,2.0,1,5,3
69.61,19.33,6.08,2.21,0.61,349.65,332.4,4.700574432981567,4,12.0,6,29,6
47.59,37.59,6.14,2.1,0.62,166.04,259.12,4.986912872709926,2,17.0,10,47,10
48.7,40.62,3.92,1.15,0.4,262.63,356.1,2.0316003544004375,1,3.0,10,35,3
52.91,12.83,6.53,3.21,0.66,78.21,148.02,9.004276761628338,2,-5.0,10,48,13
79.91,45.16,2.96,4.77,0.32,259.96,344.19,4.310278413281445,0,4.0,5,34,3
86.97,22.91,1.26,3.14,0.12,314.22,193.02,1.5182226450689011,3,4.0,10,27,1
79.09,13.45,1.48,3.9,0.16,28.9,174.55,4.914560000651122,1,-2.0,12,29,4
67.28,25.38,5.29,2.39,0.53,344.33,34.67,5.6094563016392165,5,3.0,15,45,3
42.34,4.29,5.79,2.09,0.59,276.11,192.62,0.7080254232723538,0,8.0,6,24,0
43.25,9.93,6.84,0.83,0.68,129.43,185.28,1.0208329931972226,0,4.0,10,37,0
47.08,21.85,7.49,0.87,0.76,23.15,33.76,3.0469985231371526,4,13.0,10,25,0
60.11,41.14,5.89,2.47,0.6,151.68,29.92,2.157452201092762,2,13.0,10,38,14
84.29,18.97,1.18,3.25,0.13,344.53,157.03,7.404383836620034,2,-4.0,11,29,11
27.39,28.61,2.23,1.9,0.23,245.71,25.31,6.20065319139847,4,2.0,15,16,4
21.98,33.66,2.81,1.59,0.29,219.77,73.05,6.716010720658508,6,2.0,21,10,7
38.03,13.31,1.45,1.68,0.15,256.81,91.69,3.800644682155911,0,16.0,10,12,47
96.45,23.87,7.74,2.04,0.78,352.87,5.67,4.457185210421483,4,12.0,10,25,11
117.15,20.55,4.46,2.08,0.45,333.54,25.47,3.2674454853906907,5,9.0,9,9,0
51.82,6.08,5.83,3.83,0.58,314.85,220.37,1.8515128949051354,0,9.0,10,32,0
58.05,12.48,2.54,5.02,0.26,358.48,5.9,4.207386362101778,10,-1.0,9,49,8
68.68,41.29,7.11,1.59,0.72,294.62,12.88,2.8304416616492896,0,3.0,2,44,2
67.69,14.5,2.43,2.84,0.23,33.66,159.56,2.618186395198027,2,-3.0,10,39,3
112.02,13.9,7.61,1.63,0.77,15.94,77.04,0.5830951894845284,1,39.0,10,39,0
83.23,48.05,7.62,1.29,0.77,82.84,339.31,1.4194717327231285,1,2.0,10,25,3
87.29,12.37,1.5,3.31,0.13,353.58,329.72,5.3600373133029695,11,-1.0,10,25,15
62.96,1.28,5.51,2.62,0.56,359.53,188.88,1.2814054783713078,0,7.0,10,39,1
70.39,41.23,1.34,2.78,0.13,242.43,25.42,2.8846663585239822,0,-2.0,15,42,4
52.22,43.87,6.4,0.85,0.64,32.26,348.51,3.175216528049696,1,0.0,10,42,3
32.98,35.15,4.15,2.21,0.42,132.04,232.68,6.21354166317407,2,17.0,7,39,4
20.05,26.78,8.12,0.87,0.81,10.71,7.37,4.620411237108662,5,-4.0,6,6,8
6.54,8.27,6.51,2.84,0.66,52.51,195.25,3.111028768751586,0,1.0,1,1,0
52.44,4.99,4.32,1.98,0.43,287.76,291.67,0.9630160954002791,8,9.0,10,32,0
60.19,33.8,6.34,1.06,0.63,158.53,213.38,2.618434646883516,4,4.0,10,46,5
51.17,7.91,7.07,2.07,0.71,136.75,200.14,9.065500537753005,1,4.0,1,45,12
10.9,48.87,8.32,3.57,0.84,295.9,296.57,0.661891229734913,0,27.0,8,27,0
12.93,31.98,4.93,3.08,0.5,190.05,17.45,2.7818878482066807,4,-5.0,19,8,15
73.51,40.92,3.75,1.18,0.38,143.85,143.78,2.628174271238499,8,-3.0,10,39,-7
77.66,3.26,3.02,3.09,0.3,89.07,167.18,4.0052465592020585,0,2.0,18,31,6
46.2,11.2,4.39,1.51,0.43,118.19,182.74,3.2018900668199093,0,7.0,10,43,7
10.32,51.03,7.32,3.13,0.74,247.7,276.39,0.6789698078707188,1,29.0,10,29,0
56.33,19.5,5.97,0.17,0.6,209.87,173.25,7.442593633942403,3,-1.0,10,47,8
71.07,0.18,4.05,1.83,0.41,327.86,180.82,3.6804619275302946,0,7.0,3,46,0
76.87,35.13,2.74,0.99,0.27,177.29,93.11,3.811889295349488,1,6.0,10,39,12
62.24,4.36,6.58,0.8,0.66,140.48,171.1,1.9237983262286131,0,12.0,10,35,0
29.28,13.49,4.39,2.72,0.44,241.68,160.84,5.912038565503443,3,-2.0,10,22,4
63.58,44.09,6.16,1.38,0.62,74.54,358.61,3.338292976956935,0,1.0,10,46,9
25.82,5.4,6.49,1.61,0.66,340.49,253.64,9.5938157163873,1,19.0,10,34,15
35.12,14.59,5.54,1.52,0.56,320.05,167.06,4.374254222150333,1,0.0,10,25,8
52.01,35.58,2.69,2.48,0.26,251.12,249.72,0.7116881339463257,8,14.0,20,27,11
64.94,37.78,0.68,5.04,0.07,251.28,286.46,4.060788100849393,4,3.0,10,48,2
66.25,40.34,4.26,0.82,0.43,173.84,25.84,8.276134363336542,2,-3.0,3,41,3
69.71,42.87,6.5,2.0,0.66,142.77,40.61,9.087931557840871,3,2.0,3,41,7
82.49,38.93,5.61,2.47,0.56,196.13,177.44,2.857026426199109,9,4.0,10,32,1
97.12,7.16,2.35,5.4,0.24,264.21,212.82,4.446684157886635,0,3.0,10,17,3
61.02,35.78,6.88,3.29,0.7,146.36,347.98,3.0613885738337787,2,3.0,4,46,4
18.2,40.57,3.87,4.65,0.4,218.48,347.18,2.261194374661322,1,4.0,7,4,2
59.34,43.83,7.07,0.2,0.71,332.2,355.05,1.9077997798511228,1,7.0,10,42,3
78.61,18.1,3.61,3.76,0.36,135.31,199.72,1.9710149669649843,3,2.0,5,30,0
68.02,34.08,3.0,2.94,0.32,150.88,251.93,5.771698190307594,7,2.0,10,41,4
66.9,42.45,4.01,5.46,0.4,258.04,308.99,5.683836732349024,5,-5.0,10,49,20
29.32,31.96,1.68,4.59,0.16,62.1,28.82,1.6430459518832703,3,0.0,7,20,0
29.71,19.47,7.33,1.02,0.74,240.33,160.33,4.03626064569671,1,1.0,3,19,22
76.77,48.99,2.86,1.48,0.29,102.0,58.68,1.5062536307010086,1,6.0,8,27,0
28.07,39.98,5.98,2.12,0.6,302.66,11.46,8.532408804083405,2,1.0,10,17,15
98.23,15.83,1.64,1.02,0.15,12.04,124.67,3.0319960422137746,0,-3.0,10,14,1
92.21,7.21,6.79,1.68,0.69,137.41,181.24,1.062308806327053,0,5.0,12,12,2
35.08,41.82,6.69,2.69,0.68,103.62,37.17,13.668200320451847,4,-3.0,10,30,21
56.67,43.01,6.12,3.07,0.61,129.71,38.79,11.841756626446937,4,-5.0,17,48,8
94.08,13.38,4.5,1.19,0.45,33.33,174.64,6.9238428636126645,1,2.0,4,14,8
75.07,31.71,6.19,1.23,0.62,155.49,198.11,2.7080066469637734,6,11.0,10,24,5
63.51,43.59,7.12,0.76,0.71,69.87,11.56,2.611991577321799,0,3.0,7,43,2
67.6,24.6,8.1,0.81,0.83,167.15,187.31,1.900026315607232,2,4.0,10,39,38
18.1,38.05,7.38,0.92,0.76,86.32,354.28,7.4441990838504575,0,1.0,9,9,8
41.05,21.84,5.04,1.15,0.51,314.79,32.5,4.332401181792842,5,7.0,10,25,8
78.43,15.69,7.45,3.1,0.75,129.64,198.57,0.9507891459203757,1,19.0,6,14,1
79.84,17.31,4.59,1.33,0.46,80.75,162.92,1.8461852561430578,1,-4.0,10,34,0
73.03,37.93,2.76,2.44,0.27,87.74,10.08,6.092101443672782,2,4.0,10,33,0
35.84,21.06,6.33,2.14,0.64,310.75,184.77,4.4254039363655835,3,1.0,10,25,5
59.26,15.73,6.88,2.9,0.69,237.94,28.64,1.2356779515715257,8,8.0,10,42,1
35.0,7.44,4.75,2.55,0.47,87.25,135.54,2.6315014725437615,1,9.0,8,37,0
32.19,37.5,5.28,2.45,0.54,142.71,186.71,2.236067977499787,10,6.0,9,27,0
35.47,16.99,8.74,1.44,0.87,207.2,177.8,3.593007097126309,2,1.0,10,24,4
52.93,40.4,9.3,1.93,0.94,198.4,263.1,1.172731853408956,1,40.0,14,19,7
67.43,18.08,4.51,2.42,0.46,31.93,355.1,5.684663578436286,9,5.0,10,38,4
73.28,11.59,3.57,1.71,0.36,7.75,1.62,3.7010944327320296,10,0.0,11,37,38
102.29,49.69,8.52,3.3,0.86,87.23,50.31,2.401686907155054,0,20.0,10,25,2
102.93,28.06,5.7,3.02,0.56,342.99,343.85,2.5616400996236646,5,-5.0,3,3,7
82.08,30.78,2.07,0.91,0.21,249.38,325.74,4.571214280691732,1,-4.0,10,24,2
96.88,36.24,6.4,1.61,0.64,214.47,237.72,1.63477827242718,6,7.0,10,8,3
94.64,47.34,6.49,2.71,0.65,224.12,311.1,8.433457179591299,2,-1.0,10,18,13
63.42,35.04,5.61,3.11,0.56,154.91,198.17,2.922276509846394,4,16.0,10,30,2
67.24,18.16,3.74,1.38,0.38,29.94,179.9,4.516115587537592,2,-5.0,10,48,2
65.82,38.06,5.68,1.39,0.57,84.99,0.84,12.335611050937032,1,-1.0,13,45,8
45.79,12.14,6.19,1.95,0.63,131.86,191.54,2.1783020910791957,1,12.0,6,48,6
41.87,15.17,5.21,1.79,0.52,108.36,174.79,4.347194497604175,0,-1.0,10,30,14
95.06,29.72,6.85,0.27,0.69,148.99,180.11,2.1108529081866423,6,4.0,10,11,2
78.14,44.45,5.26,3.0,0.54,72.84,3.24,4.094447459670232,2,11.0,1,20,1
80.15,37.7,2.16,1.81,0.22,155.91,23.52,9.425099468971133,1,-2.0,10,32,6
46.1,31.68,6.76,1.52,0.68,137.89,195.62,3.535449052100738,4,19.0,10,45,2
13.57,8.3,4.87,1.99,0.5,85.92,224.1,0.9402127418834528,0,33.0,10,34,0
44.83,50.96,4.11,2.9,0.42,233.61,313.72,0.37054014627298243,1,7.0,10,25,1
43.82,19.34,2.62,4.93,0.24,346.06,358.66,1.45261832564511,8,1.0,2,33,4
35.32,35.19,4.89,0.47,0.49,348.51,350.44,3.0864866758176697,2,-4.0,10,29,2
81.0,15.34,2.89,4.86,0.26,24.34,337.27,1.7164206943520588,9,3.0,10,27,6
68.82,12.35,6.94,1.27,0.7,297.09,218.19,4.702520600699161,2,-4.0,6,45,15
38.18,38.36,2.07,1.16,0.2,222.9,207.79,2.2556817151362503,7,16.0,10,12,4
47.19,4.1,1.46,0.96,0.15,284.65,196.73,2.1413313615599083,0,5.0,10,32,1
45.81,10.28,4.16,2.62,0.41,68.45,156.79,7.234009952992875,1,-3.0,4,38,7
51.33,15.65,3.09,2.7,0.3,334.95,145.92,7.784246912836207,3,-5.0,6,46,15
60.76,16.39,2.04,3.27,0.21,24.07,184.48,4.544282121523706,2,-7.0,9,43,13
72.3,37.6,6.57,0.75,0.66,282.89,2.79,4.218269787483966,2,-1.0,3,37,4
93.84,2.76,8.26,1.15,0.83,354.56,117.01,1.7489711261195824,2,20.0,9,33,3
104.0,11.78,5.12,1.85,0.51,347.06,59.19,2.542616762313976,7,5.0,10,10,1
89.18,13.33,3.37,3.69,0.34,7.47,200.14,7.01267424025956,2,-3.0,15,24,12
43.64,37.02,3.92,4.91,0.41,255.3,15.16,2.08806130178211,2,2.0,7,32,7
62.07,37.47,5.84,2.01,0.59,187.75,86.33,6.554242900595002,0,13.0,10,41,10
106.61,4.63,7.72,2.15,0.78,46.18,88.41,3.4820683508512618,1,31.0,8,34,3
91.7,11.16,2.26,5.27,0.22,328.52,222.15,7.618464412202763,4,-7.0,10,25,14
76.67,5.76,6.82,1.31,0.69,142.84,191.42,2.5999999999999988,0,2.0,3,32,0
70.74,14.53,8.15,1.27,0.82,115.46,181.55,5.010488998091895,0,6.0,1,34,4
65.05,23.64,5.02,2.65,0.51,112.07,244.96,5.59908921164863,5,2.0,10,44,5
35.95,7.31,8.23,1.95,0.83,154.61,185.19,3.2884190730501524,2,23.0,3,49,0
34.52,44.26,8.4,1.25,0.85,40.96,347.84,2.030024630392446,0,1.0,10,26,4
34.38,32.8,2.69,0.75,0.27,19.6,12.83,3.7353045391239497,2,-4.0,5,21,8
3.0,37.7,8.14,2.19,0.82,114.46,319.94,2.7856776554368237,1,16.0,10,16,0
37.45,34.63,1.98,2.81,0.21,146.37,311.39,4.2525404172094525,0,-9.0,10,36,4
51.11,23.79,6.41,3.19,0.64,10.77,18.24,2.837833680820633,6,11.0,15,31,0
73.41,38.78,4.15,0.72,0.42,188.6,28.59,5.10659377667737,1,2.0,5,38,4
44.05,33.22,8.42,1.56,0.85,338.59,31.49,1.9860010070490868,2,10.0,5,25,3
93.18,17.13,7.36,1.1,0.74,21.84,354.45,1.1618089343777673,10,6.0,10,12,0
79.52,21.2,5.88,4.26,0.59,51.34,356.01,4.604866990478655,5,11.0,4,18,0
71.61,21.16,3.75,2.63,0.38,141.84,211.48,5.513764594177018,3,6.0,5,34,8
42.7,12.49,5.17,1.23,0.52,344.07,184.13,6.060825026347487,0,6.0,10,39,5
21.16,15.93,3.91,3.77,0.37,18.4,0.61,3.8154029931319187,9,6.0,11,17,2
5.75,51.86,6.16,1.8,0.63,97.22,276.15,3.430131192826303,1,9.0,3,9,0
73.92,42.0,6.62,2.34,0.66,267.24,329.69,8.720946049598068,3,-6.0,10,42,13
79.39,40.25,3.72,4.07,0.39,237.43,333.92,3.110964480671546,0,5.0,10,36,0
76.51,17.97,2.69,2.91,0.26,8.11,11.06,4.372505002855911,9,-3.0,5,31,7
74.94,27.3,7.02,1.62,0.7,43.26,353.79,0.8697700845625747,3,6.0,5,30,0
86.82,48.3,4.49,3.3,0.47,159.33,353.83,8.36486102693882,0,2.0,10,21,5
71.88,46.8,7.07,1.72,0.72,165.16,75.1,6.456655480974652,0,35.0,7,30,21
118.65,46.28,7.48,1.64,0.75,353.25,16.4,1.046374693883605,1,7.0,3,7,0
84.21,39.07,0.8,2.03,0.09,130.1,19.09,2.08925824157762,1,5.0,10,21,0
95.6,34.21,3.43,3.86,0.35,218.63,197.2,2.1111608181282633,8,0.0,4,15,6
71.21,48.03,6.35,2.14,0.64,92.04,5.34,3.043846251044872,0,6.0,7,32,0
43.98,6.26,6.76,2.29,0.68,280.15,176.66,3.730804202849573,0,6.0,10,28,0
47.46,17.58,7.03,2.4,0.7,233.72,181.34,0.6087692502089739,2,3.0,4,34,0
90.39,42.86,7.0,2.48,0.71,90.31,353.26,8.685297922351312,0,3.0,7,17,6
83.14,43.94,6.62,1.54,0.67,135.16,358.31,2.998216136305052,0,1.0,9,27,0
35.26,30.54,5.55,1.53,0.55,272.1,160.03,1.8966285877841274,9,6.0,10,20,0
26.05,38.35,2.25,2.14,0.24,180.16,345.94,3.9572844224290975,1,-5.0,9,21,2
62.34,3.2,4.6,3.1,0.47,39.07,192.28,8.92109858705754,0,7.0,10,41,6
78.69,3.96,2.06,1.03,0.21,2.03,173.04,6.546823657316576,0,0.0,10,31,16
60.78,13.99,1.87,2.8,0.17,48.04,79.91,4.442926963162909,4,1.0,10,47,2
51.51,12.34,3.54,2.24,0.34,69.33,30.95,1.4244297104455517,9,15.0,14,43,0
81.82,38.55,1.03,3.28,0.09,165.14,51.67,5.539133506244466,3,-2.0,8,25,9
